text,label,Pattern Category,text_length,clean_text,UID
Buy Outdoor Storage Sheds Today,0,Not Dark Pattern,5,Buy Outdoor Storage Sheds Today,0
Cordless Phones For Seniors ñ Shop Online,0,Not Dark Pattern,7,Cordless Phones For Seniors ñ Shop Online,0
Shop Party Dresses Online,0,Not Dark Pattern,4,Shop Party Dresses Online,0
Buy Menís Shoes Collection,0,Not Dark Pattern,4,Buy Menís Shoes Collection,0
Buy Rugby Jerseys Online,0,Not Dark Pattern,4,Buy Rugby Jerseys Online,0
Discover Cozy Pajama Sets Online,0,Not Dark Pattern,5,Discover Cozy Pajama Sets Online,0
Shop Swim Gear Today,0,Not Dark Pattern,4,Shop Swim Gear Today,0
Explore Popular Football Players Merchandise,0,Not Dark Pattern,5,Explore Popular Football Players Merchandise,0
Shop Baby Boy Sneakers,0,Not Dark Pattern,4,Shop Baby Boy Sneakers,0
Discover Books On Art & History,0,Not Dark Pattern,6,Discover Books On Art & History,0
Browse Glass Boards Collection,0,Not Dark Pattern,4,Browse Glass Boards Collection,0
Shop Products By Mason King,0,Not Dark Pattern,5,Shop Products By Mason King,0
Buy Garden Sheds Today,0,Not Dark Pattern,4,Buy Garden Sheds Today,0
Shop Summer Dresses Online,0,Not Dark Pattern,4,Shop Summer Dresses Online,0
Browse Jeans & Trousers Collection,0,Not Dark Pattern,5,Browse Jeans & Trousers Collection,0
Buy Cartoon T-Shirts Online,0,Not Dark Pattern,4,Buy Cartoon T-Shirts Online,0
Check Clearance Items ñ View All,0,Not Dark Pattern,6,Check Clearance Items ñ View All,0
Explore Trending Cricket Players Merchandise,0,Not Dark Pattern,5,Explore Trending Cricket Players Merchandise,0
Shop Infant Sandals Collection,0,Not Dark Pattern,4,Shop Infant Sandals Collection,0
Discover Books On Literature,0,Not Dark Pattern,4,Discover Books On Literature,0
Browse Wooden Cutting Boards,0,Not Dark Pattern,4,Browse Wooden Cutting Boards,0
Shop Items By Abigail Hill,0,Not Dark Pattern,5,Shop Items By Abigail Hill,0
View Your Cart To Checkout,0,Not Dark Pattern,5,View Your Cart To Checkout,0
Cordless Phones For Seniors ñ Available Online,0,Not Dark Pattern,7,Cordless Phones For Seniors ñ Available Online,0
Buy Hockey Jerseys Collection,0,Not Dark Pattern,4,Buy Hockey Jerseys Collection,0
Shop Swim Gear Online,0,Not Dark Pattern,4,Shop Swim Gear Online,0
Explore Popular Basketball Players Merchandise,0,Not Dark Pattern,5,Explore Popular Basketball Players Merchandise,0
Shop Baby Girl Slippers Collection,0,Not Dark Pattern,5,Shop Baby Girl Slippers Collection,0
Discover Books On Culture & Arts,0,Not Dark Pattern,6,Discover Books On Culture & Arts,0
Browse Plastic Boards Collection,0,Not Dark Pattern,4,Browse Plastic Boards Collection,0
Shop Products By Lucas Scott,0,Not Dark Pattern,5,Shop Products By Lucas Scott,0
Cordless Phones For Seniors ñ Order Now,0,Not Dark Pattern,7,Cordless Phones For Seniors ñ Order Now,0
Buy Football Jerseys Today,0,Not Dark Pattern,4,Buy Football Jerseys Today,0
Shop Baby Boy Sandals Collection,0,Not Dark Pattern,5,Shop Baby Boy Sandals Collection,0
Discover Books On History,0,Not Dark Pattern,4,Discover Books On History,0
Shop Items By Lily Turner,0,Not Dark Pattern,5,Shop Items By Lily Turner,0
Buy Lean-To Sheds Collection,0,Not Dark Pattern,4,Buy Lean-To Sheds Collection,0
Browse Jeans & Pants Collection,0,Not Dark Pattern,5,Browse Jeans & Pants Collection,0
Shop Infant Winter Jackets,0,Not Dark Pattern,4,Shop Infant Winter Jackets,0
Discover Books On Astronomy,0,Not Dark Pattern,4,Discover Books On Astronomy,0
Browse Wooden Serving Trays,0,Not Dark Pattern,4,Browse Wooden Serving Trays,0
Shop Items By Rachel Adams,0,Not Dark Pattern,5,Shop Items By Rachel Adams,0
Buy Modular Tool Sheds Online,0,Not Dark Pattern,5,Buy Modular Tool Sheds Online,0
Wireless Phones For Seniors ñ Order Today,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Order Today,0
Explore Silk Sleepwear Collection,0,Not Dark Pattern,4,Explore Silk Sleepwear Collection,0
Shop Party Gowns Collection,0,Not Dark Pattern,4,Shop Party Gowns Collection,0
Check Sun Hats Collection,0,Not Dark Pattern,4,Check Sun Hats Collection,0
Buy Official Soccer Jerseys,0,Not Dark Pattern,4,Buy Official Soccer Jerseys,0
Browse Womenís Chinos Collection,0,Not Dark Pattern,4,Browse Womenís Chinos Collection,0
Explore Trending Fitness Gear,0,Not Dark Pattern,4,Explore Trending Fitness Gear,0
Shop Baby Girl Booties,0,Not Dark Pattern,4,Shop Baby Girl Booties,0
Browse Hexagon Cutting Boards Collection,0,Not Dark Pattern,5,Browse Hexagon Cutting Boards Collection,0
Shop Products By Daniel White,0,Not Dark Pattern,5,Shop Products By Daniel White,0
Wireless Phones For Seniors ñ Limited Stock,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Limited Stock,0
Explore Trending Basketball Players Gear,0,Not Dark Pattern,5,Explore Trending Basketball Players Gear,0
Shop Baby Boy Booties,0,Not Dark Pattern,4,Shop Baby Boy Booties,0
Browse Marble Cutting Boards Collection,0,Not Dark Pattern,5,Browse Marble Cutting Boards Collection,0
Shop Items By Olivia Smith,0,Not Dark Pattern,5,Shop Items By Olivia Smith,0
View Cart For Quick Checkout,0,Not Dark Pattern,5,View Cart For Quick Checkout,0
Wireless Phones For Seniors ñ Shop Today,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Shop Today,0
Buy Menís Running Shoes Online,0,Not Dark Pattern,5,Buy Menís Running Shoes Online,0
Explore Popular Tennis Players Merchandise,0,Not Dark Pattern,5,Explore Popular Tennis Players Merchandise,0
Shop Items By Sophia Parker,0,Not Dark Pattern,5,Shop Items By Sophia Parker,0
Wireless Phones For Seniors ñ Available Today,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Available Today,0
Shop Evening Gowns Collection,0,Not Dark Pattern,4,Shop Evening Gowns Collection,0
Check Kidsí Sun Hats Collection,0,Not Dark Pattern,5,Check Kidsí Sun Hats Collection,0
Explore Trending Soccer Players Merchandise,0,Not Dark Pattern,5,Explore Trending Soccer Players Merchandise,0
Discover Books About Music,0,Not Dark Pattern,4,Discover Books About Music,0
Browse Glass Cutting Boards Collection,0,Not Dark Pattern,5,Browse Glass Cutting Boards Collection,0
Wireless Phones For Seniors ñ Limited Offer,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Limited Offer,0
Check Clearance Items ñ Full Range,0,Not Dark Pattern,6,Check Clearance Items ñ Full Range,0
Explore Popular Baseball Players Merchandise,0,Not Dark Pattern,5,Explore Popular Baseball Players Merchandise,0
Wireless Phones For Seniors ñ Order Now,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Order Now,0
Browse Plastic Cutting Boards Collection,0,Not Dark Pattern,5,Browse Plastic Cutting Boards Collection,0
Wireless Phones For Seniors ñ Available Now,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Available Now,0
Shop Items By Harper Johnson,0,Not Dark Pattern,5,Shop Items By Harper Johnson,0
Buy Lean-To Garden Sheds Today,0,Not Dark Pattern,5,Buy Lean-To Garden Sheds Today,0
Wireless Phones For Seniors ñ Shop Online,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Shop Online,0
Shop Infant Sneakers Collection,0,Not Dark Pattern,4,Shop Infant Sneakers Collection,0
Shop Products By Lily Turner,0,Not Dark Pattern,5,Shop Products By Lily Turner,0
Shop Cocktail Dresses Online,0,Not Dark Pattern,4,Shop Cocktail Dresses Online,0
Shop Items By Mason King,0,Not Dark Pattern,5,Shop Items By Mason King,0
Discover Books On Art,0,Not Dark Pattern,4,Discover Books On Art,0
Shop Items By Charlotte Lee,0,Not Dark Pattern,5,Shop Items By Charlotte Lee,0
Wireless Phones For Seniors ñ Shop Now,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Shop Now,0
Shop Baby Girl Sneakers Collection,0,Not Dark Pattern,5,Shop Baby Girl Sneakers Collection,0
Discover Books On Music & Arts,0,Not Dark Pattern,6,Discover Books On Music & Arts,0
Shop Baby Girl Jackets,0,Not Dark Pattern,4,Shop Baby Girl Jackets,0
Discover Books On Environmental Science,0,Not Dark Pattern,5,Discover Books On Environmental Science,0
"For Customer Questions, Click Here",0,Not Dark Pattern,5,"For Customer Questions, Click Here",0
Browse Round Ceramic Plates,0,Not Dark Pattern,4,Browse Round Ceramic Plates,0
Shop Products By Jason Clark,0,Not Dark Pattern,5,Shop Products By Jason Clark,0
Buy Garden Tool Sheds Online,0,Not Dark Pattern,5,Buy Garden Tool Sheds Online,0
Cordless Phones For Seniors ñ Buy Today,0,Not Dark Pattern,7,Cordless Phones For Seniors ñ Buy Today,0
Explore Lace Nightwear Collection,0,Not Dark Pattern,4,Explore Lace Nightwear Collection,0
Shop Evening Gowns Online,0,Not Dark Pattern,4,Shop Evening Gowns Online,0
Buy Kidsí Running Shoes,0,Not Dark Pattern,4,Buy Kidsí Running Shoes,0
Check Summer Hats Collection,0,Not Dark Pattern,4,Check Summer Hats Collection,0
Shop Fleece Hoodies & Sweatshirts,0,Not Dark Pattern,5,Shop Fleece Hoodies & Sweatshirts,0
Buy Official Basketball Jerseys,0,Not Dark Pattern,4,Buy Official Basketball Jerseys,0
Browse Womenís Leggings Collection,0,Not Dark Pattern,4,Browse Womenís Leggings Collection,0
Discover Cozy Nightwear Sets,0,Not Dark Pattern,4,Discover Cozy Nightwear Sets,0
Shop Swim Shorts & Bikinis,0,Not Dark Pattern,5,Shop Swim Shorts & Bikinis,0
Check Seasonal Sale Items,0,Not Dark Pattern,4,Check Seasonal Sale Items,0
Explore Popular Fitness Equipment,0,Not Dark Pattern,4,Explore Popular Fitness Equipment,0
Shop Infant Slippers,0,Not Dark Pattern,3,Shop Infant Slippers,0
Discover Books On World Geography,0,Not Dark Pattern,5,Discover Books On World Geography,0
Browse Hexagon Serving Trays,0,Not Dark Pattern,4,Browse Hexagon Serving Trays,0
Shop Items By Nicole Taylor,0,Not Dark Pattern,5,Shop Items By Nicole Taylor,0
Buy Outdoor Storage Units,0,Not Dark Pattern,4,Buy Outdoor Storage Units,0
Explore Satin Sleepwear Collection,0,Not Dark Pattern,4,Explore Satin Sleepwear Collection,0
Check Kidsí Baseball Caps,0,Not Dark Pattern,4,Check Kidsí Baseball Caps,0
Buy Football Jerseys Online,0,Not Dark Pattern,4,Buy Football Jerseys Online,0
Browse Casual Chinos Collection,0,Not Dark Pattern,4,Browse Casual Chinos Collection,0
Check Clearance Sale Items,0,Not Dark Pattern,4,Check Clearance Sale Items,0
Explore Trending Soccer Gear,0,Not Dark Pattern,4,Explore Trending Soccer Gear,0
Discover Books On Classical Music,0,Not Dark Pattern,5,Discover Books On Classical Music,0
"For Product Assistance, Click Here",0,Not Dark Pattern,5,"For Product Assistance, Click Here",0
Browse Marble Serving Boards,0,Not Dark Pattern,4,Browse Marble Serving Boards,0
Shop Items By Adam Johnson,0,Not Dark Pattern,5,Shop Items By Adam Johnson,0
Buy Lean-To Garden Storage,0,Not Dark Pattern,4,Buy Lean-To Garden Storage,0
Explore Silk Nightwear Collection,0,Not Dark Pattern,4,Explore Silk Nightwear Collection,0
Buy Baseball Jerseys Online,0,Not Dark Pattern,4,Buy Baseball Jerseys Online,0
Browse Dress Trousers Collection,0,Not Dark Pattern,4,Browse Dress Trousers Collection,0
Buy Cartoon Print T-Shirts,0,Not Dark Pattern,4,Buy Cartoon Print T-Shirts,0
Explore Trending Basketball Equipment,0,Not Dark Pattern,4,Explore Trending Basketball Equipment,0
Shop Baby Girl Sandals Collection,0,Not Dark Pattern,5,Shop Baby Girl Sandals Collection,0
Discover Books On Modern Literature,0,Not Dark Pattern,5,Discover Books On Modern Literature,0
Browse Wooden Serving Boards Collection,0,Not Dark Pattern,5,Browse Wooden Serving Boards Collection,0
Shop Items By Emma Roberts,0,Not Dark Pattern,5,Shop Items By Emma Roberts,0
Buy Outdoor Sheds Today,0,Not Dark Pattern,4,Buy Outdoor Sheds Today,0
Shop Maxi Dresses Online,0,Not Dark Pattern,4,Shop Maxi Dresses Online,0
Buy Womenís Shoes Collection,0,Not Dark Pattern,4,Buy Womenís Shoes Collection,0
Buy Hockey Jerseys Online,0,Not Dark Pattern,4,Buy Hockey Jerseys Online,0
Shop Products By Olivia Brown,0,Not Dark Pattern,5,Shop Products By Olivia Brown,0
Explore Satin Nightwear Collection,0,Not Dark Pattern,4,Explore Satin Nightwear Collection,0
Check Clearance Items ñ View Full Catalog,0,Not Dark Pattern,7,Check Clearance Items ñ View Full Catalog,0
Shop Baby Boy Sneakers Collection,0,Not Dark Pattern,5,Shop Baby Boy Sneakers Collection,0
Discover Books On History & Philosophy,0,Not Dark Pattern,6,Discover Books On History & Philosophy,0
Shop Items By Mason Scott,0,Not Dark Pattern,5,Shop Items By Mason Scott,0
Buy Sneakers Online,0,Not Dark Pattern,3,Buy Sneakers Online,0
Explore Trending Cricket Players Gear,0,Not Dark Pattern,5,Explore Trending Cricket Players Gear,0
Shop Products By Charlotte Davis,0,Not Dark Pattern,5,Shop Products By Charlotte Davis,0
Shop Swim Gear Collection,0,Not Dark Pattern,4,Shop Swim Gear Collection,0
Check Clearance Items ñ View Everything,0,Not Dark Pattern,6,Check Clearance Items ñ View Everything,0
Shop Items By Amelia White,0,Not Dark Pattern,5,Shop Items By Amelia White,0
Shop Infant Slippers Collection,0,Not Dark Pattern,4,Shop Infant Slippers Collection,0
Discover Books On Philosophy & Culture,0,Not Dark Pattern,6,Discover Books On Philosophy & Culture,0
Shop Products By Ethan Johnson,0,Not Dark Pattern,5,Shop Products By Ethan Johnson,0
Discover Books On World History,0,Not Dark Pattern,5,Discover Books On World History,0
Shop Items By Isabella Clark,0,Not Dark Pattern,5,Shop Items By Isabella Clark,0
Explore Lace Sleepwear Collection,0,Not Dark Pattern,4,Explore Lace Sleepwear Collection,0
Shop Products By Samuel Harris,0,Not Dark Pattern,5,Shop Products By Samuel Harris,0
Discover Books On Literature & Culture,0,Not Dark Pattern,6,Discover Books On Literature & Culture,0
Shop Items By Charlotte Lewis,0,Not Dark Pattern,5,Shop Items By Charlotte Lewis,0
Shop Infant Raincoats Online,0,Not Dark Pattern,4,Shop Infant Raincoats Online,0
Discover Books On Marine Life,0,Not Dark Pattern,5,Discover Books On Marine Life,0
"For Help, Click Here",0,Not Dark Pattern,4,"For Help, Click Here",0
Browse Oval Wooden Trays,0,Not Dark Pattern,4,Browse Oval Wooden Trays,0
Shop Products By Nathan Scott,0,Not Dark Pattern,5,Shop Products By Nathan Scott,0
Explore Velvet Nightwear Collection,0,Not Dark Pattern,4,Explore Velvet Nightwear Collection,0
Shop Party Gowns Online,0,Not Dark Pattern,4,Shop Party Gowns Online,0
Buy Kidsí Sports Shoes,0,Not Dark Pattern,4,Buy Kidsí Sports Shoes,0
Buy Official Baseball Jerseys,0,Not Dark Pattern,4,Buy Official Baseball Jerseys,0
Browse Womenís Skirts Collection,0,Not Dark Pattern,4,Browse Womenís Skirts Collection,0
Shop Swim Shorts & Swimwear,0,Not Dark Pattern,5,Shop Swim Shorts & Swimwear,0
Check Seasonal Clearance Items,0,Not Dark Pattern,4,Check Seasonal Clearance Items,0
Explore Trending Yoga Gear,0,Not Dark Pattern,4,Explore Trending Yoga Gear,0
Discover Books On World Mythology,0,Not Dark Pattern,5,Discover Books On World Mythology,0
"For Customer Assistance, Click Here",0,Not Dark Pattern,5,"For Customer Assistance, Click Here",0
Browse Rectangular Cutting Boards,0,Not Dark Pattern,4,Browse Rectangular Cutting Boards,0
Shop Items By Victoria Brown,0,Not Dark Pattern,5,Shop Items By Victoria Brown,0
Buy Modular Garden Sheds,0,Not Dark Pattern,4,Buy Modular Garden Sheds,0
Explore Lace Lingerie Collection,0,Not Dark Pattern,4,Explore Lace Lingerie Collection,0
Buy Menís Sneakers Online,0,Not Dark Pattern,4,Buy Menís Sneakers Online,0
Check Kidsí Baseball Caps Collection,0,Not Dark Pattern,5,Check Kidsí Baseball Caps Collection,0
Shop Swim Accessories,0,Not Dark Pattern,3,Shop Swim Accessories,0
Explore Popular Soccer Players Gear,0,Not Dark Pattern,5,Explore Popular Soccer Players Gear,0
Discover Books On Modern Science,0,Not Dark Pattern,5,Discover Books On Modern Science,0
Shop Items By Anthony Lewis,0,Not Dark Pattern,5,Shop Items By Anthony Lewis,0
Buy Outdoor Garden Sheds,0,Not Dark Pattern,4,Buy Outdoor Garden Sheds,0
Explore Satin Lingerie Collection,0,Not Dark Pattern,4,Explore Satin Lingerie Collection,0
Shop Products By Abigail Turner,0,Not Dark Pattern,5,Shop Products By Abigail Turner,0
Buy Lean-To Garden Sheds,0,Not Dark Pattern,4,Buy Lean-To Garden Sheds,0
Discover Books On History & Culture,0,Not Dark Pattern,6,Discover Books On History & Culture,0
Shop Items By Lucas Harris,0,Not Dark Pattern,5,Shop Items By Lucas Harris,0
Shop Evening Dresses Online,0,Not Dark Pattern,4,Shop Evening Dresses Online,0
Shop Items By Harper Williams,0,Not Dark Pattern,5,Shop Items By Harper Williams,0
Shop Products By Isabella White,0,Not Dark Pattern,5,Shop Products By Isabella White,0
Check Clearance Items ñ Full Catalog,0,Not Dark Pattern,6,Check Clearance Items ñ Full Catalog,0
Wireless Phones For Seniors ñ Order Online,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Order Online,0
Discover Books On Science & Nature,0,Not Dark Pattern,6,Discover Books On Science & Nature,0
Discover Books On Literature & Art,0,Not Dark Pattern,6,Discover Books On Literature & Art,0
Shop Products By Amelia Turner,0,Not Dark Pattern,5,Shop Products By Amelia Turner,0
Discover Books On Music & Culture,0,Not Dark Pattern,6,Discover Books On Music & Culture,0
Shop Items By Nathan Brown,0,Not Dark Pattern,5,Shop Items By Nathan Brown,0
Browse Bamboo Cutting Boards Collection,0,Not Dark Pattern,5,Browse Bamboo Cutting Boards Collection,0
Shop Products By Lily Adams,0,Not Dark Pattern,5,Shop Products By Lily Adams,0
Discover Books On Science & Arts,0,Not Dark Pattern,6,Discover Books On Science & Arts,0
Shop Products By Mason Lee,0,Not Dark Pattern,5,Shop Products By Mason Lee,0
Shop Items By Harper Brown,0,Not Dark Pattern,5,Shop Items By Harper Brown,0
Shop Baby Girl Hoodies,0,Not Dark Pattern,4,Shop Baby Girl Hoodies,0
Discover Books On Ancient Civilizations,0,Not Dark Pattern,5,Discover Books On Ancient Civilizations,0
Browse Round Wooden Trays,0,Not Dark Pattern,4,Browse Round Wooden Trays,0
Shop Products By Ethan White,0,Not Dark Pattern,5,Shop Products By Ethan White,0
Buy Outdoor Storage Cabinets,0,Not Dark Pattern,4,Buy Outdoor Storage Cabinets,0
Wireless Phones For Seniors ñ Buy Online,0,Not Dark Pattern,7,Wireless Phones For Seniors ñ Buy Online,0
Shop Cocktail Gowns Online,0,Not Dark Pattern,4,Shop Cocktail Gowns Online,0
Buy Kidsí Trainers,0,Not Dark Pattern,3,Buy Kidsí Trainers,0
Shop Items By Victoria Scott,0,Not Dark Pattern,5,Shop Items By Victoria Scott,0
Discover Soft Nightwear Sets,0,Not Dark Pattern,4,Discover Soft Nightwear Sets,0
Shop Items By Anthony Taylor,0,Not Dark Pattern,5,Shop Items By Anthony Taylor,0
Shop Products By Abigail Harris,0,Not Dark Pattern,5,Shop Products By Abigail Harris,0
Shop Items By Lucas Turner,0,Not Dark Pattern,5,Shop Items By Lucas Turner,0
Shop Items By Harper Lee,0,Not Dark Pattern,5,Shop Items By Harper Lee,0
Shop Products By Isabella Turner,0,Not Dark Pattern,5,Shop Products By Isabella Turner,0
Shop Items By Mason Lewis,0,Not Dark Pattern,5,Shop Items By Mason Lewis,0
Shop Items By Charlotte Brown,0,Not Dark Pattern,5,Shop Items By Charlotte Brown,0
Shop Products By Amelia Harris,0,Not Dark Pattern,5,Shop Products By Amelia Harris,0
"I don’t want to receive emails about Mailchimp and related Intuit product and feature updates, marketing best practices, and promotions from Mailchimp. By not checking the box, I agree to be opted in by default.",1,Sneaking,35,"I don’t want to receive emails about Mailchimp and related Intuit product and feature updates, marketing best practices, and promotions from Mailchimp. By not checking the box, I agree to be opted in by default.",b15f78316423cf9a
